,Open,Close,High,Low,Limit_Up,Limit_Down,Total_Turnover,Volume,Symbol,Clock,Factor,FactorPost,Pause
49,4632.05,4663.9,4665.91,4609.01,5094.05,4167.86,54392696725.0,4641554600.0,S.CN.SSE.000905,2010-03-19,0.0,0.0,False
50,4669.41,4690.2,4695.08,4649.53,5130.29,4197.51,55746635882.0,4720032000.0,S.CN.SSE.000905,2010-03-22,0.0,0.0,False
51,4690.27,4658.63,4697.73,4642.98,5159.22,4221.18,56747738471.0,4704866700.0,S.CN.SSE.000905,2010-03-23,0.0,0.0,False
52,4662.99,4683.06,4692.32,4662.54,5124.49,4192.76,58070206071.0,4744276700.0,S.CN.SSE.000905,2010-03-24,0.0,0.0,False
53,4675.22,4620.75,4675.22,4609.16,5151.37,4214.76,58843594784.0,4895411600.0,S.CN.SSE.000905,2010-03-25,0.0,0.0,False
54,4609.75,4686.93,4693.76,4601.69,5082.82,4158.67,54648704925.0,4521928200.0,S.CN.SSE.000905,2010-03-26,0.0,0.0,False
55,4701.79,4723.61,4723.74,4682.41,5155.62,4218.24,61333700646.0,5028323800.0,S.CN.SSE.000905,2010-03-29,0.0,0.0,False
56,4720.58,4744.42,4748.91,4708.43,5195.97,4251.25,59814493818.0,4734372300.0,S.CN.SSE.000905,2010-03-30,0.0,0.0,False
57,4744.34,4756.16,4757.32,4726.52,5218.87,4269.98,61722494941.0,4910827600.0,S.CN.SSE.000905,2010-03-31,0.0,0.0,False
58,4756.3,4827.21,4828.1,4755.93,5231.77,4280.54,77731513271.0,6187885700.0,S.CN.SSE.000905,2010-04-01,0.0,0.0,False
59,4833.81,4843.18,4851.94,4820.06,5309.94,4344.49,71673137978.0,5943194600.0,S.CN.SSE.000905,2010-04-02,0.0,0.0,False
60,4853.33,4852.9,4862.17,4814.25,5327.49,4358.86,70803392480.0,5739705000.0,S.CN.SSE.000905,2010-04-06,0.0,0.0,False
61,4851.83,4863.64,4865.75,4829.02,5338.19,4367.61,66073839435.0,5328918600.0,S.CN.SSE.000905,2010-04-07,0.0,0.0,False
62,4856.41,4864.92,4881.91,4845.6,5350.0,4377.28,72568496777.0,5717551000.0,S.CN.SSE.000905,2010-04-08,0.0,0.0,False
63,4866.52,4939.18,4939.41,4866.24,5351.41,4378.43,76192583994.0,5841922500.0,S.CN.SSE.000905,2010-04-09,0.0,0.0,False
64,4948.1,4976.38,4976.83,4932.63,5433.09,4445.26,93471806749.0,7228171800.0,S.CN.SSE.000905,2010-04-12,0.0,0.0,False
65,4977.76,4919.87,4993.37,4793.28,5474.02,4478.74,96503261576.0,7346944300.0,S.CN.SSE.000905,2010-04-13,0.0,0.0,False
66,4910.7,4977.51,4978.27,4896.57,5411.86,4427.89,72485869902.0,5620229100.0,S.CN.SSE.000905,2010-04-14,0.0,0.0,False
67,4975.08,4914.75,4984.36,4879.91,5475.26,4479.76,70016667931.0,5425112300.0,S.CN.SSE.000905,2010-04-15,0.0,0.0,False
68,4900.6,4898.67,4936.88,4852.41,5406.22,4423.27,54086011852.0,4304573700.0,S.CN.SSE.000905,2010-04-16,0.0,0.0,False
69,4850.86,4688.84,4880.53,4688.12,5388.54,4408.8,70792701720.0,5827744700.0,S.CN.SSE.000905,2010-04-19,0.0,0.0,False
70,4680.2,4749.93,4750.49,4607.2,5157.72,4219.95,65798537949.0,5271907300.0,S.CN.SSE.000905,2010-04-20,0.0,0.0,False
71,4753.12,4893.98,4896.66,4747.39,5224.93,4274.94,83273716552.0,6395338500.0,S.CN.SSE.000905,2010-04-21,0.0,0.0,False
72,4881.26,4902.4,4950.49,4849.56,5383.38,4404.58,86324588204.0,6599520800.0,S.CN.SSE.000905,2010-04-22,0.0,0.0,False
73,4892.04,4864.16,4936.73,4840.17,5392.65,4412.16,73051083018.0,5576390000.0,S.CN.SSE.000905,2010-04-23,0.0,0.0,False
74,4868.73,4866.55,4904.97,4847.91,5350.58,4377.75,64127112047.0,4851045000.0,S.CN.SSE.000905,2010-04-26,0.0,0.0,False
75,4852.19,4739.27,4852.19,4645.16,5353.21,4379.9,66704700199.0,5371586700.0,S.CN.SSE.000905,2010-04-27,0.0,0.0,False
76,4682.33,4714.43,4767.8,4652.87,5213.2,4265.34,55910745931.0,4431985800.0,S.CN.SSE.000905,2010-04-28,0.0,0.0,False
77,4730.49,4561.4,4758.76,4560.13,5185.88,4242.99,61768626853.0,4829340000.0,S.CN.SSE.000905,2010-04-29,0.0,0.0,False
78,4540.65,4438.68,4547.48,4350.15,5017.54,4105.26,52914755825.0,4381965400.0,S.CN.SSE.000905,2010-04-30,0.0,0.0,False
79,4353.45,4434.13,4484.46,4324.5,4882.55,3994.81,38342487781.0,3183759200.0,S.CN.SSE.000905,2010-05-04,0.0,0.0,False
80,4388.5,4564.81,4565.24,4377.38,4877.54,3990.72,52253378389.0,4329849800.0,S.CN.SSE.000905,2010-05-05,0.0,0.0,False
81,4557.45,4419.78,4583.18,4418.74,5021.29,4108.33,56440157404.0,4498350100.0,S.CN.SSE.000905,2010-05-06,0.0,0.0,False
82,4313.65,4350.76,4443.53,4285.47,4861.76,3977.8,51186643794.0,4221155000.0,S.CN.SSE.000905,2010-05-07,0.0,0.0,False
83,4346.7,4269.11,4391.03,4175.66,4785.83,3915.68,48639016180.0,4019215900.0,S.CN.SSE.000905,2010-05-10,0.0,0.0,False
84,4350.77,4144.35,4366.69,4134.6,4696.02,3842.2,46663576767.0,4002581100.0,S.CN.SSE.000905,2010-05-11,0.0,0.0,False
85,4100.6,4042.52,4154.48,3979.13,4558.79,3729.92,40741384941.0,3657183500.0,S.CN.SSE.000905,2010-05-12,0.0,0.0,False
86,4042.32,4157.84,4158.35,3974.1,4446.77,3638.26,39490389650.0,3651686200.0,S.CN.SSE.000905,2010-05-13,0.0,0.0,False
87,4129.89,4184.84,4217.61,4107.18,4573.63,3742.06,41610102842.0,3694244000.0,S.CN.SSE.000905,2010-05-14,0.0,0.0,False
88,4125.66,3915.75,4132.38,3915.75,4603.33,3766.36,39602984900.0,3760313200.0,S.CN.SSE.000905,2010-05-17,0.0,0.0,False
89,3894.09,3972.15,3983.88,3818.29,4307.33,3524.18,38354955844.0,3771298400.0,S.CN.SSE.000905,2010-05-18,0.0,0.0,False
90,3946.15,3977.38,4037.85,3908.64,4369.37,3574.94,38905012669.0,3496051800.0,S.CN.SSE.000905,2010-05-19,0.0,0.0,False
91,3941.61,3901.26,4025.8,3890.35,4375.11,3579.64,36236233019.0,3343432300.0,S.CN.SSE.000905,2010-05-20,0.0,0.0,False
92,3787.15,3982.39,3982.41,3768.1,4291.38,3511.13,42753884532.0,4023081300.0,S.CN.SSE.000905,2010-05-21,0.0,0.0,False
93,4016.35,4163.48,4170.73,4016.35,4380.62,3584.15,60753309591.0,5441927700.0,S.CN.SSE.000905,2010-05-24,0.0,0.0,False
94,4134.93,4133.35,4177.79,4087.1,4579.82,3747.13,52304015443.0,4745101800.0,S.CN.SSE.000905,2010-05-25,0.0,0.0,False
95,4117.49,4144.66,4165.29,4097.24,4546.68,3720.01,38841485138.0,3422970900.0,S.CN.SSE.000905,2010-05-26,0.0,0.0,False
96,4133.32,4218.64,4228.44,4083.62,4559.13,3730.2,48762064055.0,4365236000.0,S.CN.SSE.000905,2010-05-27,0.0,0.0,False
97,4254.85,4235.32,4270.17,4203.49,4640.5,3796.77,52262340190.0,4531411200.0,S.CN.SSE.000905,2010-05-28,0.0,0.0,False
98,4214.62,4104.36,4259.16,4104.36,4658.85,3811.79,47203412501.0,4140822100.0,S.CN.SSE.000905,2010-05-31,0.0,0.0,False
99,4059.41,4025.79,4091.44,3933.39,4514.8,3693.93,42575448426.0,3874619100.0,S.CN.SSE.000905,2010-06-01,0.0,0.0,False
100,4004.13,4083.62,4084.05,3960.34,4428.37,3623.21,36130463054.0,3270879900.0,S.CN.SSE.000905,2010-06-02,0.0,0.0,False
101,4099.85,4053.99,4146.66,4053.55,4491.98,3675.25,42725068381.0,3754352700.0,S.CN.SSE.000905,2010-06-03,0.0,0.0,False
102,4025.28,4089.03,4095.49,4013.97,4459.38,3648.59,33892589784.0,3141512500.0,S.CN.SSE.000905,2010-06-04,0.0,0.0,False
103,4000.65,4072.57,4082.38,3985.15,4497.94,3680.13,39400706503.0,3497036200.0,S.CN.SSE.000905,2010-06-07,0.0,0.0,False
104,4064.78,4109.32,4122.39,4047.82,4479.82,3665.31,39553668851.0,3423959600.0,S.CN.SSE.000905,2010-06-08,0.0,0.0,False
105,4124.81,4211.88,4212.18,4110.43,4520.25,3698.39,51971223690.0,4755827200.0,S.CN.SSE.000905,2010-06-09,0.0,0.0,False
106,4191.29,4223.57,4261.16,4176.43,4633.07,3790.69,47912147685.0,4188617100.0,S.CN.SSE.000905,2010-06-10,0.0,0.0,False
107,4239.06,4197.99,4252.1,4193.08,4645.92,3801.21,39693577498.0,3441800600.0,S.CN.SSE.000905,2010-06-11,0.0,0.0,False
108,4221.6,4145.24,4237.1,4144.07,4617.79,3778.2,33319315253.0,2899836200.0,S.CN.SSE.000905,2010-06-17,0.0,0.0,False
109,4131.68,3972.29,4131.68,3945.73,4559.77,3730.72,39210162367.0,3504262300.0,S.CN.SSE.000905,2010-06-18,0.0,0.0,False
110,3960.25,4087.02,4087.45,3924.41,4369.51,3575.06,35971325346.0,3508624200.0,S.CN.SSE.000905,2010-06-21,0.0,0.0,False
111,4081.64,4119.72,4136.59,4069.22,4495.72,3678.32,36241607659.0,3461653800.0,S.CN.SSE.000905,2010-06-22,0.0,0.0,False
112,4098.26,4094.57,4138.78,4039.93,4531.69,3707.75,33133837622.0,3126797700.0,S.CN.SSE.000905,2010-06-23,0.0,0.0,False
113,4090.97,4095.3,4120.84,4070.49,4504.02,3685.11,26862635502.0,2497078700.0,S.CN.SSE.000905,2010-06-24,0.0,0.0,False
114,4079.19,4028.43,4080.02,3992.37,4504.82,3685.77,27972975200.0,2580171500.0,S.CN.SSE.000905,2010-06-25,0.0,0.0,False
115,4023.11,3961.38,4036.43,3944.47,4431.28,3625.59,22859221297.0,2111946900.0,S.CN.SSE.000905,2010-06-28,0.0,0.0,False
116,3960.68,3736.98,3973.93,3735.12,4357.52,3565.24,34397653349.0,3357564300.0,S.CN.SSE.000905,2010-06-29,0.0,0.0,False
117,3699.18,3664.46,3701.33,3620.27,4110.68,3363.28,25464503259.0,2553734000.0,S.CN.SSE.000905,2010-06-30,0.0,0.0,False
118,3657.96,3606.59,3692.9,3604.36,4030.91,3298.02,22874780218.0,2246347000.0,S.CN.SSE.000905,2010-07-01,0.0,0.0,False
119,3600.76,3585.58,3609.0,3430.36,3967.25,3245.93,30480515074.0,3087686800.0,S.CN.SSE.000905,2010-07-02,0.0,0.0,False
120,3535.74,3563.88,3586.58,3498.9,3944.13,3227.02,21552278648.0,2248425300.0,S.CN.SSE.000905,2010-07-05,0.0,0.0,False
121,3556.19,3665.33,3665.38,3554.07,3920.27,3207.49,28857800432.0,2959201200.0,S.CN.SSE.000905,2010-07-06,0.0,0.0,False
122,3672.15,3718.66,3718.93,3656.3,4031.87,3298.8,28317325926.0,2894769300.0,S.CN.SSE.000905,2010-07-07,0.0,0.0,False
123,3729.24,3698.34,3736.51,3663.73,4090.53,3346.8,26639094854.0,2779247100.0,S.CN.SSE.000905,2010-07-08,0.0,0.0,False
124,3699.31,3807.6,3817.67,3677.34,4068.18,3328.51,40142143493.0,4073329500.0,S.CN.SSE.000905,2010-07-09,0.0,0.0,False
125,3809.75,3849.52,3866.78,3799.43,4188.36,3426.84,39210785672.0,4001443600.0,S.CN.SSE.000905,2010-07-12,0.0,0.0,False
126,3816.46,3788.75,3816.46,3747.4,4234.47,3464.57,34351843348.0,3444529500.0,S.CN.SSE.000905,2010-07-13,0.0,0.0,False
127,3795.21,3824.05,3862.39,3795.18,4167.63,3409.88,35487587420.0,3540965900.0,S.CN.SSE.000905,2010-07-14,0.0,0.0,False
128,3817.18,3735.39,3850.2,3735.28,4206.45,3441.64,32298131893.0,3271061200.0,S.CN.SSE.000905,2010-07-15,0.0,0.0,False
129,3713.66,3757.43,3764.84,3672.02,4108.93,3361.86,27600903233.0,2798721100.0,S.CN.SSE.000905,2010-07-16,0.0,0.0,False
130,3718.13,3842.31,3848.63,3701.93,4133.18,3381.69,35450370675.0,3507423600.0,S.CN.SSE.000905,2010-07-19,0.0,0.0,False
131,3849.04,3951.36,3951.54,3848.74,4226.54,3458.08,53568899401.0,5268350400.0,S.CN.SSE.000905,2010-07-20,0.0,0.0,False
132,3953.77,3959.43,4001.43,3937.48,4346.49,3556.22,53476581398.0,5204248800.0,S.CN.SSE.000905,2010-07-21,0.0,0.0,False
133,3947.99,4017.86,4018.06,3940.46,4355.37,3563.48,47106980662.0,4617888300.0,S.CN.SSE.000905,2010-07-22,0.0,0.0,False
134,4020.91,4015.47,4028.51,3965.7,4419.65,3616.08,46308730057.0,4471046200.0,S.CN.SSE.000905,2010-07-23,0.0,0.0,False
135,4023.06,4071.09,4071.47,4011.75,4417.01,3613.92,45616827287.0,4385787200.0,S.CN.SSE.000905,2010-07-26,0.0,0.0,False
136,4062.25,4068.86,4091.31,4041.9,4478.2,3663.98,44196726341.0,4106628300.0,S.CN.SSE.000905,2010-07-27,0.0,0.0,False
137,4061.02,4162.32,4162.66,4050.19,4475.75,3661.98,60592221791.0,5790200700.0,S.CN.SSE.000905,2010-07-28,0.0,0.0,False
138,4170.76,4194.04,4196.03,4139.94,4578.55,3746.09,65227335259.0,6274903600.0,S.CN.SSE.000905,2010-07-29,0.0,0.0,False
139,4181.22,4191.13,4203.64,4137.23,4613.44,3774.64,50667632330.0,4729828900.0,S.CN.SSE.000905,2010-07-30,0.0,0.0,False
140,4192.66,4267.9,4268.4,4192.52,4610.24,3772.02,59062482231.0,5427313500.0,S.CN.SSE.000905,2010-08-02,0.0,0.0,False
141,4277.27,4193.64,4289.46,4193.3,4694.68,3841.11,64726165563.0,5940590400.0,S.CN.SSE.000905,2010-08-03,0.0,0.0,False
142,4178.19,4248.01,4248.23,4137.65,4613.01,3774.28,58648962922.0,5468676200.0,S.CN.SSE.000905,2010-08-04,0.0,0.0,False
143,4247.05,4267.95,4306.65,4231.47,4672.82,3823.21,63443746766.0,5841457800.0,S.CN.SSE.000905,2010-08-05,0.0,0.0,False
144,4260.63,4356.01,4356.21,4228.67,4694.75,3841.16,70480316869.0,6369627500.0,S.CN.SSE.000905,2010-08-06,0.0,0.0,False
145,4357.18,4413.57,4414.53,4352.92,4791.61,3920.41,68485215594.0,5999110400.0,S.CN.SSE.000905,2010-08-09,0.0,0.0,False
146,4412.27,4246.46,4417.2,4246.46,4854.92,3972.21,70276303657.0,6248551200.0,S.CN.SSE.000905,2010-08-10,0.0,0.0,False
147,4230.35,4297.9,4309.79,4230.35,4671.11,3821.81,48885246287.0,4263884600.0,S.CN.SSE.000905,2010-08-11,0.0,0.0,False
148,4248.98,4241.59,4317.95,4228.53,4727.69,3868.11,50452832153.0,4532665300.0,S.CN.SSE.000905,2010-08-12,0.0,0.0,False
149,4240.49,4323.05,4323.25,4212.2,4665.75,3817.43,47223939591.0,4184958500.0,S.CN.SSE.000905,2010-08-13,0.0,0.0,False
150,4322.02,4423.31,4429.9,4315.02,4755.36,3890.75,64397295510.0,5625259300.0,S.CN.SSE.000905,2010-08-16,0.0,0.0,False
151,4436.38,4457.76,4470.46,4414.21,4865.65,3980.98,65233930026.0,5691170200.0,S.CN.SSE.000905,2010-08-17,0.0,0.0,False
152,4462.58,4457.13,4475.92,4409.59,4903.53,4011.98,66186523274.0,5689720800.0,S.CN.SSE.000905,2010-08-18,0.0,0.0,False
153,4456.27,4461.49,4491.74,4423.99,4902.84,4011.41,69453948181.0,5931286200.0,S.CN.SSE.000905,2010-08-19,0.0,0.0,False
154,4442.69,4366.6,4444.85,4350.15,4907.64,4015.34,67406500780.0,5829874700.0,S.CN.SSE.000905,2010-08-20,0.0,0.0,False
155,4363.17,4404.72,4416.83,4362.72,4803.26,3929.94,57536487541.0,4853665600.0,S.CN.SSE.000905,2010-08-23,0.0,0.0,False
156,4401.52,4456.5,4476.26,4370.57,4845.19,3964.25,61869732806.0,5469966300.0,S.CN.SSE.000905,2010-08-24,0.0,0.0,False
157,4428.36,4368.3,4457.84,4364.06,4902.15,4010.85,61248578213.0,5428539800.0,S.CN.SSE.000905,2010-08-25,0.0,0.0,False
158,4376.92,4399.28,4415.84,4355.03,4805.13,3931.47,49385699907.0,4240153800.0,S.CN.SSE.000905,2010-08-26,0.0,0.0,False
159,4393.99,4431.44,4437.79,4375.39,4839.21,3959.36,44850459127.0,3694988900.0,S.CN.SSE.000905,2010-08-27,0.0,0.0,False
160,4453.05,4553.02,4553.4,4453.05,4874.59,3988.3,68586090938.0,5541290600.0,S.CN.SSE.000905,2010-08-30,0.0,0.0,False
161,4541.77,4589.29,4605.18,4529.73,5008.33,4097.72,74996655162.0,5906349100.0,S.CN.SSE.000905,2010-08-31,0.0,0.0,False
162,4595.21,4530.23,4613.09,4473.57,5048.22,4130.36,81001129824.0,6464895300.0,S.CN.SSE.000905,2010-09-01,0.0,0.0,False
163,4562.43,4625.4,4631.0,4545.79,4983.25,4077.21,79502107728.0,6512640000.0,S.CN.SSE.000905,2010-09-02,0.0,0.0,False
164,4632.26,4662.96,4671.34,4596.12,5087.93,4162.86,83823849428.0,6759264100.0,S.CN.SSE.000905,2010-09-03,0.0,0.0,False
165,4682.26,4651.96,4692.11,4616.07,5129.26,4196.66,78525354466.0,6424395900.0,S.CN.SSE.000905,2010-09-06,0.0,0.0,False
166,4650.95,4679.94,4680.33,4613.39,5117.16,4186.77,63524390405.0,5416786500.0,S.CN.SSE.000905,2010-09-07,0.0,0.0,False
167,4660.9,4720.38,4723.83,4644.35,5147.94,4211.95,67062076447.0,5522650400.0,S.CN.SSE.000905,2010-09-08,0.0,0.0,False
168,4730.86,4658.01,4746.03,4649.04,5192.41,4248.34,85740639096.0,7024723000.0,S.CN.SSE.000905,2010-09-09,0.0,0.0,False
169,4655.7,4705.31,4712.56,4593.45,5123.81,4192.21,76778297278.0,6231407600.0,S.CN.SSE.000905,2010-09-10,0.0,0.0,False
170,4713.06,4789.69,4791.48,4707.36,5175.84,4234.78,79905971712.0,6235460200.0,S.CN.SSE.000905,2010-09-13,0.0,0.0,False
171,4796.46,4805.42,4821.55,4770.36,5268.66,4310.72,77135510983.0,6104981400.0,S.CN.SSE.000905,2010-09-14,0.0,0.0,False
172,4802.61,4730.14,4802.61,4712.53,5285.96,4324.87,73694005503.0,6025628700.0,S.CN.SSE.000905,2010-09-15,0.0,0.0,False
173,4721.56,4610.92,4739.43,4558.4,5203.16,4257.13,68031791205.0,5601623100.0,S.CN.SSE.000905,2010-09-16,0.0,0.0,False
174,4616.57,4603.49,4646.2,4575.79,5072.01,4149.82,52286715108.0,4208531700.0,S.CN.SSE.000905,2010-09-17,0.0,0.0,False
175,4608.85,4553.12,4622.51,4531.48,5063.84,4143.14,47217098701.0,3880639200.0,S.CN.SSE.000905,2010-09-20,0.0,0.0,False
176,4561.67,4546.72,4576.04,4516.61,5008.43,4097.81,34583857549.0,2851413200.0,S.CN.SSE.000905,2010-09-21,0.0,0.0,False
177,4570.61,4673.6,4673.76,4570.61,5001.4,4092.05,45209839911.0,3648028400.0,S.CN.SSE.000905,2010-09-27,0.0,0.0,False
178,4672.15,4654.35,4695.04,4643.17,5140.96,4206.24,52795715767.0,4167801400.0,S.CN.SSE.000905,2010-09-28,0.0,0.0,False
179,4648.16,4590.32,4659.56,4577.4,5119.78,4188.91,49445705332.0,3995348400.0,S.CN.SSE.000905,2010-09-29,0.0,0.0,False
180,4564.81,4660.6,4660.6,4553.96,5049.35,4131.29,44293603190.0,3528901900.0,S.CN.SSE.000905,2010-09-30,0.0,0.0,False
181,4696.38,4767.97,4787.45,4691.64,5126.67,4194.54,65487956706.0,5155148900.0,S.CN.SSE.000905,2010-10-08,0.0,0.0,False
182,4784.65,4789.15,4825.35,4746.54,5244.76,4291.17,98047935947.0,7659541200.0,S.CN.SSE.000905,2010-10-11,0.0,0.0,False
183,4772.91,4806.03,4808.13,4748.74,5268.07,4310.24,85283330571.0,6783344000.0,S.CN.SSE.000905,2010-10-12,0.0,0.0,False
184,4808.39,4836.74,4838.86,4765.94,5286.63,4325.43,97139603152.0,7737040400.0,S.CN.SSE.000905,2010-10-13,0.0,0.0,False
